con_uncon,log_diversity,log_biomass
con,1,2.445144413796689
con,1.8300749985576894,2.0388187873736556
con,3.3378696387563824,2.7606590022663067
con,2.3536369546147,1.9525303778490226
con,1.9593580155026546,2.3370528422198746
con,1.4150374992788457,1.5952512037756885
con,0,1.6409703364989123
con,2.384663850235324,2.507929147087936
con,2.1876270031757725,2.3554289565765685
con,3.2223924213364477,2.452823955334546
con,1,2.3695277527712637
con,3.384663850235319,2.4104791685595774
con,1.4150374992788457,2.1046278320937457
con,2.256339753259786,2.274096242840155
con,2.039528364186637,2.0663093568254167
con,0,1.1110009917471382
con,1,1.9656651820517634
con,2.256339753259786,2.3055219004611947
con,3.321928094887362,2.4649691823556057
con,0.32192809488736235,0.6867479561555162
con,1.2895066171949825,1.806215409761526
con,3.3378696387563824,2.4624417579351214
con,3.205114429904612,2.4338745069859917
con,1,2.128354386429918
con,3.2730184944064162,2.3639876210332926
con,0.15200309344504861,1.6919749105717419
con,3.3536369546146974,2.452095634495623
con,0,1.3875776635616623
con,3.2730184944064162,2.376090079783654
con,1,2.159436845228793
