con_uncon,log_diversity,log_soil_C
con,0.6374299206152959,-0.42136079003192767
con,0.6374299206152959,-0.4788619162959637
con,0,-0.5114492834995558
con,0,-0.47495519296315475
con,1.6374299206152911,-0.33535802444387447
con,1.2895066171949825,-0.3545777306509081
con,3.473931188332411,-0.2572748686953017
con,0,-0.3448615651886179
con,0,-0.4412914294668343
con,3.384663850235319,-0.27572413039921095
con,1.0780025120012722,-0.37675070960209955
con,3.169925001442312,-0.24260397120697583
con,3,-0.16621562534352105
con,0.15200309344504861,-0.4975728800155673
con,1,-0.46470587995722945
con,3.187627003175771,-0.32513885926218844
con,1,-0.2388241868442686
con,2,-0.42136079003192767
con,1.584962500721156,-0.30627305107635305
con,1,-0.3957739469155299
con,2.415037499278843,-0.30627305107635305
con,1.9593580155026546,-0.431798275933005
con,0.2895066171949824,-0.3645162531850879
con,1.584962500721156,-0.1911141326401879
con,3.2394659346953887,-0.18641901143180803
con,1.9175378398080278,-0.23657200643706275
con,0,0.0824263008607719
con,1.6374299206152911,-0.24412514432750865
con,0.15200309344504861,-0.42596873227228116
con,2.289506617194985,-0.31605286924848786
con,3.205114429904612,-0.27164621797877153
con,3.205114429904612,-0.17979854051435973
con,0.8300749985576894,-0.13253251214094852
con,0,-0.39469495385889053
con,2.384663850235324,-0.31785492362616824
con,2.289506617194985,-0.19449914184159983
con,3.078002512001272,-0.42596873227228116
con,3.187627003175771,-0.239577516576788
con,1.6374299206152911,-0.3565473235138126
con,1.7369655941662048,-0.2749054789185309
con,1.5305147166987805,-0.3214816209598861
con,1.584962500721156,-0.36351210364663455
con,0,-0.45717457304082015
con,2.078002512001272,-0.3036436112666679
con,1.1520030934450487,-0.4854522473397139
con,3.205114429904612,-0.26760624017703144
con,0,-0.341035157335565
con,1.6880559936852588,-0.25181197299379954
con,1.2223924213364459,-0.23732143627256383
con,2,-0.32513885926218844
con,0,-0.47108329972234525
con,3.019899557437705,-0.3106911408763798
con,3.187627003175771,-0.3545777306509081
con,3.019899557437705,-0.2975694635544747
con,3.1154772174199366,-0.3535962737769304
con,1.6374299206152911,-0.40011692792631215
con,0.6374299206152959,-0.37675070960209955
con,3.1154772174199366,-0.2006594505464183
con,1.584962500721156,-0.3089185078770315
con,2.5305147166987805,-0.1897674820049159
con,2.502500340529184,-0.07314329105030767
con,3.1154772174199366,-0.20690839982341983
con,1,-0.2798406965940431
con,0.5849625007211562,-0.02826040911222171
con,1,-0.05898575629443027
con,3.2394659346953887,0.07918124604762482
con,2.637429920615291,-0.21467016498923297
con,2.502500340529184,-0.1897674820049159
con,2.688055993685259,-0.1911141326401879
con,0,-0.31695296176115045
con,2.415037499278843,-0.36957212497497616
con,3.205114429904612,-0.3187587626244128
con,1.2895066171949825,-0.18111458540599013
con,0,-0.17392519729917355
con,3.09686153925259,-0.28483264215154214
con,1.4739311883324135,-0.19654288435158612
con,0,-0.2898826348881837
con,2.1876270031757725,-0.12320502379929943
con,1,-0.0013048416883442813
con,3.289506617194985,-0.040481623027001735
con,1,-0.265200170411153
con,0,-0.15552282425431863
con,3.205114429904612,-0.16749108729376366
con,3.15200309344505,-0.5100415205751654
con,3.187627003175771,-0.2814983111327257
con,0,-0.3625102704874893
con,3.3378696387563824,-0.10017949757290372
con,1,-0.17914201056030005
con,1.8300749985576894,-0.17652577082969892
con,3.3378696387563824,0.11293997608408006
con,2.3536369546147,-0.23732143627256383
con,1.9593580155026546,-0.31695296176115045
con,1.4150374992788457,-0.32975414692587596
con,0,-0.31695296176115045
con,2.384663850235324,-0.16367588429324828
con,2.1876270031757725,-0.21896306137886817
con,3.2223924213364477,-0.17717835469689538
con,1,-0.3010299956639812
con,3.384663850235319,-0.11577123036739606
con,1.4150374992788457,-0.2410881076020265
con,2.256339753259786,-0.24872089601665776
con,2.039528364186637,-0.22329881601158919
con,0,-0.3391345219961308
con,1,-0.12147820449879346
con,2.256339753259786,-0.17587416608345102
con,3.321928094887362,-0.2196826878598487
con,0.32192809488736235,-0.3545777306509081
con,1.2895066171949825,-0.3545777306509081
con,3.3378696387563824,-0.2898826348881837
con,3.205114429904612,-0.33535802444387447
con,1,-0.28735029837278864
con,3.2730184944064162,-0.40011692792631215
con,0.15200309344504861,-0.34294414714289606
con,3.3536369546146974,-0.21253952548158497
con,0,-0.27736607746618774
con,3.2730184944064162,-0.23358715288760054
con,1,-0.30277065724028246
